head,date,body,category
日本の景気は当面減速、世界経済の動向などに注視＝福井日銀総裁,2008/01/15,福井俊彦日銀総裁は15日、支店長会議であいさつし、日本の景気について「住宅投資の落ち込みなどから減速しているとみられるが、基調としては緩やかに拡大している」との認識を示した。先行きについても「当面減速するものの、その後緩やかな拡大を続ける」との見通しを示した。ただ「原油価格をはじめとする国際商品市況の高騰や米国経済の下振れリスクなど、世界経済についての不確実性がある」とも指摘。「国際金融資本市場や世界経済の動向、国際商品市況高騰の影響については、引き続き注視する必要がある」と強調した。物価面に関しては「消費者物価（除く生鮮食品）の前年比は、当面は、石油製品や食料品の価格上昇などから、また、より長い目でみると、マクロ的な需給ギャップが需要超過方向で推移していく中、プラス基調を続けていく」との見方を示した。一方、サブプライムローン（信用度が低い借り手向け住宅ローン）問題の日本の金融機関への影響については「当初の想定に比べて拡大している」と指摘。ただ「日本の金融機関のクレジット市場への関与の度合いは欧米金融機関に比べ小さく、これまでのところ損失は各金融機関金融グループの期間収益や経営体力の範囲内で吸収可能」として「現時点において、今回の問題が日本の金融システムの安定性にとくに大きな影響を及ぼすとはみられない」とも付け加えた。こうした状況を背景に、当面の金融政策運営について「経済物価情勢を丹念に点検しながら、金融政策を適切に運営することを通じて、物価安定のもとでの持続的成長の実現に引き続き貢献していく」と語った。（ロイター日本語ニュース志田義寧記者）,10
米個人消費、2008年に低迷する見通し＝全米小売業協会,2008/01/15,全米小売業協会（NRF）が13日から開催している年次会合で、マリン会長は14日、とりわけ2008年上期に経済に対する逆風が強まり、消費が低迷するとの見方を示した。NRFは08年の小売業界全体の売上高の伸びを、6年ぶりの低水準となる前年比3.5％増と予想。消費者はエネルギーコストの上昇や住宅市場低迷の影響、軟調な雇用および所得の伸びに苦しむとみている。,10
米経済は景気後退に入ったか、入りつつある＝グリーンスパン氏,2008/01/15,グリーンスパン前連邦準備理事会（FRB）議長は、15日付の米ウォールストリートジャーナル（WSJ）紙とのインタビューで、米経済はおそらくリセッション（景気後退）局面に入ったか、あるいは入りつつある、との認識を示した。 前議長は、(景気後退の）確率は「圧倒的に高い水準ではないが、わずかにその方向に傾いている」と指摘。「明らかにその兆候がある。景気後退はスムーズに起きるものではない。通常は市場の不連続性がそのシグナルとなるが、最近のデータにはまさにその特徴が出ている可能性がある」と述べた。具体的な兆候としては、供給管理協会（ISM）の景気指数が12月に47.7と景気判断の分岐点となる50を割り込んだことや、12月の失業率が5.0％に上昇したことを挙げた。グリーンスパン前議長は昨年2月に初めて米経済が景気後退に陥る可能性を指摘し、その確率を33％と予想したが、12月半ばにその確率を約50％に引き上げていた。今回のインタビューでは、その確率は引き続き50％前後だと指摘したが、「それより低いよりは高い可能性が高い」と述べた。住宅市場については、新築住宅の販売が底を打った可能性があるとしながらも、在庫の増加は住宅建設や価格が今後も軟化する見通しを示している、と指摘した。,10
アフガニスタンに海兵隊員3200人を増派＝米国防総省,2008/01/16,米国防総省は15日、今春アフガニスタンに約3200人の海兵隊員を追加派遣すると発表した。タリバン勢力の活動の活発化を受け、北大西洋条約機構（NATO）とアフガン治安部隊の支援が目的。米国はここ数カ月間NATOに増派を要請してきたが、実現には至っていない。今回の派遣は、アフガン駐留米軍を10％以上拡大することになる。国防総省スポークスマンは、今回の追加派遣でNATOによる増派の必要性が軽減されるわけではないとし、今後も説得を継続する方針を強調した。国防総省によると、増派のうち2200人は3月に第24海兵遠征隊から派遣され、タリバンの活動が最も活発なアフガン南部でNATO軍主導の国際治安支援部隊（ISAF）の指揮下に入る。さらに、4月には約1000人が別隊から派遣され、アフガン治安部隊の訓練強化に従事するという。,10
米FRB議長、財政刺激策を支持＝シューマー上院議員,2008/01/17,シューマー米上院議員（民主党、ニューヨーク州）は、バーナンキ米連邦準備理事会（FRB）議長が、財政出動による景気刺激策が必要で、同策を適切に策定し迅速に実施すべきとの見方を示したことを明らかにした。議員は上下両院合同経済委員会の公聴会で、景気刺激策に関しバーナンキ議長と14日電話で話し合った内容を明らかにした。「議長は、財政刺激策が間違いなく必要で、議会と大統領がそのような措置を実施することを全般的に支持していくと述べた」と語った。「議長は特定の計画を承認しないとしたうえで、経済に迅速に浸透するよう景気刺激策が適切に策定され実施されれば、経済に大きなプラスの効果をもたらす可能性があると述べた」とした。,10
米サブプライム損失は5000億ドル超えず＝FRB議長,2008/01/18,バーナンキ米連邦準備理事会（FRB）議長は17日、米サブプライム（信用度の低い借り手向け）モーゲージ市場のこれまでの損失額が、1000億ドルに達している可能性があり、今後損失が拡大する恐れもあるが5000億ドルは超えないだろう、との見方を示した。議長は下院予算委員会での証言で「サブプライムの特定のカテゴリー、金利変動型サブプライムモーゲージの残高は約1兆ドルだが、損失となる可能性のある限度は半分未満といえる」と語った。「サブプライムモーゲージ市場でのモーゲージは約500万件で、全体の元本額は1兆ドル。このうち延滞は現時点で20％だ。それがすべて差し押さえとなれば、これは大げさな仮定だが、これまでのところ1000億ドルとなる」と指摘。今後、延滞と差し押さえ率が上昇すれば数倍になる可能性があると述べた。,10
FRBは米景気後退を予想していない＝バーナンキ議長,2008/01/18,バーナンキ米連邦準備理事会（FRB）議長は17日、米経済は様々な困難に直面しているものの、FRBは景気後退を予想していないとの認識を示した。議長は下院予算委員会証言での質疑応答で「米経済は依然非常に底堅い」と述べた。そのうえで「経済は引き続き成長すると予想しているが、比較的緩やかなペースになるだろう。特に今年前半は遅いペースになる」との見通しを示した。さらに「最近の指標は、経済がある程度弱くなったことを示している。2008年の成長は明らかに前年を下回る見込みだ」と語った。,10
欧州アジアで米国と同程度の景気減速が起こる可能性低い＝米FRB議長,2008/01/18,バーナンキ米連邦準備理事会（FRB）議長は17日、下院予算委員会で証言し、欧州とアジアが米国と同程度の大幅な景気減速に直面する可能性は低いとの認識を示した。「米国が直面する可能性のある成長鈍化が、アジアや欧州で起こるとは考えていない」と述べた。欧州では米国とは異なり2年に及ぶ住宅市場の低迷が見られていないと指摘した。,10
500─1500億ドル規模の財政刺激策が妥当＝米FRB議長,2008/01/18,米連邦準備理事会（FRB）のバーナンキ議長は17日、500億─1500億ドル規模の財政刺激策が妥当との見方を示した。議長は下院予算委員会での質疑応答で「これが妥当なレンジだ」と語った。ただ「全体の予算に配慮し、税および支出に関する厳しい決定をしなければならない」述べ、議会は支出や財政赤字に十分留意する必要があると語った。,10
米経済、秋には回復する可能性＝ボストン地区連銀総裁,2008/04/17,米ボストン地区連銀のローゼングレン総裁は、米経済が景気後退に陥る寸前にあるものの、低迷する住宅市場とともに秋には回復する可能性があるとの見通しを示した。地元2紙に語った。総裁はボストンヘラルド紙とのインタビューで、指標は景気後退、あるいはその寸前にあることを示していると指摘。そのうえで、最近の政策金利引き下げや税還付措置が奏功し「うまくいけば」今秋中にも景気回復が始まる可能性があるとした。ボストングローブ紙に対して総裁は、米連邦準備理事会（FRB）が一部の個別銀行に対し、融資資金確保に向け減配を促したと語った。FRB幹部はこれまで銀行全般に対し、減配の検討を訴えているが、総裁のコメントはFRBが特定の銀行にアプローチしたことを示した。ただ個別行名は明らかにしなかった。,10
必要ならFF金利を引き下げる余地がある＝ミシュキンFRB理事,2008/04/17,米連邦準備理事会（FRB）のミシュキン理事は16日、景気状況により必要であれば金利を引き下げる余地がある、との見方を示した。理事は上院中小企業委員会で、どの程度の金融政策を実行するかをめぐりFRBには制約があるかとの質問に対して「明らかに、金利水準をゼロ以下にすることはできない。ただ現在の金利は2.25％で、必要であればそれを引き下げる余地はある」と述べた。「さらに、われわれは市場機能改善に向けた措置を引き続き検討しており、今まで講じた策はかなり創造的だと思う。ただ、金融市場を正常な状態に戻すために実施できる措置を今後も検討していく」と述べた。,10
米経済、十分悪いと感じられるほど減速した＝米フィラデルフィア地区連銀総裁,2008/04/17,米フィラデルフィア地区連銀のプロッサー総裁は16日、原油価格が極めて高いとし、リセッション（景気後退）と呼ぶかどうかにかかわらず、経済は十分悪いと感じられるほど減速したと述べた。プロッサー総裁は講演後の質疑応答で「リセッションではないかもしれないが、かなり悪いと感じられる」と指摘。成長見通しは現在弱いとし、景気の減速は雇用から生産に至るまであらゆる部門に影響する可能性があると述べた。国内モーゲージ市場の混乱を受けた金融規制改革を求める動きに言及し、過去数年間の規制緩和は問題ではなかったとの見方を示した。どんなシステムも、一段と複雑化した環境に対応していかなければならないと述べた。,10
欧米経済にとって最大の脅威は商品価格の上昇＝世論調査,2008/04/17,英フィナンシャルタイムズ（FT）紙とハリスインタラクティブ社の世論調査によると、商品価格上昇が欧米経済にとって最大の脅威になるとみなされている。調査は、米国、スペイン、フランス、ドイツ、英国、イタリアの欧米6カ国で、3月27日から4月8日までの期間に6434人の成人を対象に実施された。そのうち、イタリアを除く5カ国で、経済に対する最大の問題として「食品とエネルギー価格の上昇」を挙げた回答が最も多かった。また調査では、自国の政府が経済問題に対処できると信頼していない人々が多いことも分かった。米国では、最近の経済の困難に政府が対応できるかどうかについて、「まったく自信がない」との回答が51％、「少し自信がある」が42％だった。,10
サブプライム問題、邦銀に与える影響は限定的＝全銀協会長,2008/04/17,奥正之全銀協会長（三井住友銀頭取）は17日の定例会見で、サブプライムローン（信用度の低い借り手向け住宅ローン）問題が邦銀に与える影響は引き続き限定的だとの認識を示した。奥会長は、サブプライム関連で証券化商品に損失が発生していることについて「日本の金融機関はすでに引当、償却などの対応をほぼ済ませている。大きな赤字になるわけでもなく、限定的という言葉の範囲内にある」と語った。また、先の7カ国財務相中央銀行総裁会議（G7）で証券化商品の開示強化が打ち出されたことについて「邦銀はこれまでにかなり開示を進めており、大きな影響は出ることがないだろう」との見通しを示した。（ロイター日本語ニュース布施太郎記者）,10
金融機関の貸出懸念、経済下振れリスク強めている＝米FRB副議長,2008/04/18,コーン米連邦準備理事会（FRB）副議長は17日、利下げにもかかわらず金融機関の貸し出し懸念は払しょくされておらず、信用コストは上昇しているとし、こうした状況が経済の下振れリスクを強めている、との考えを示した。リッチモンド地区連銀主催のクレジット市場シンポジウムで述べた。副議長は金融政策がかなり緩和しているにもかかわらず、一部資産価格は下落し、幅広い金融商品などで信用コストや利用可能度が収縮していると指摘。「こうしたひっ迫は経済全般の下振れリスクを強めている」と述べた。金融をめぐる大幅な混乱により、多くの金融機関の手法を含め、金融システムの重大なぜい弱性が浮き彫りになったと指摘した。そのうえで「大手や中小を含め、すべての金融機関はさらなる資本増強が必要かどうかを検討すべきだ。一段の資本増強は信用力や資産価格の予想外の落ち込みによる衝撃を和らげるだけでなく、事業拡大に向けて良好な立場を築くことにもなる」と語った。金融システムの衝撃が経済全般に波及しないよう、金融監督当局は、銀行の最低資本基準や流動性管理を徹底させる必要があるとした。FRBは海外規制当局とも協力し、新BIS規制（バーゼルII）に基づく自己資本基準の強化、特に債務担保証券（CDO）やオフバランスのコミットメントなど「問題となっている特定のエクスポージャー」に関する資本の強化に取り組んでいると述べた。,10
金融市場、G7のメッセージを正しく理解していない＝ユーログループ議長,2008/04/18,ユーロ圏非公式財務相会合（ユーログループ）議長を務めるルクセンブルクのユンケル首相兼財務相は17日、ユーロが過去最高値を更新していることについて、金融市場は7カ国財務相中央銀行総裁会議（G7）のメッセージを正しく理解していないとの認識を示した。これを受け、ユーロ／ドルは一時、大幅に下落した。同議長は記者団に対し「金融市場や他の関係者がG7のメッセージを正しくかつ完全には理解していないという印象を持っている」と語った。そのうえで「欧米のマクロ経済とインフレに関する最近の指標により、逆の方向に向かう動きが出ている。望ましくないと考えている方向だ」と述べた。,10
米英、経済成長に向けできる限りのことをする＝英首相,2008/04/18,ブラウン英首相は17日、ブッシュ米大統領と首脳会談を行い、米英経済が「再び上向きの成長軌道に乗る」よう、両国はできる限りのことをする、との見解で一致したことを明らかにした。ブラウン首相は、ホワイトハウスでの首脳会談後の共同記者会見で「日本で開催される7月の主要国首脳会議（サミット）までに、経済の安定と成長を確実なものとするよう、できる限りのことをするとの見解で一致した」と語った。首相は「経済が再び上向きの成長軌道に乗るよう、金融財政政策で前向きなアプローチを維持することに気を配る必要がある」とした。また「すべての国際的なパートナーに対しても、同様のことを望む」と述べ、金融市場の信頼感を回復するべく、クレジット市場の透明性を高め、銀行のリスク管理を改善するための改革実施に向けた迅速な行動を求めた。ブッシュ大統領は、戻し減税の実施により経済活性化を狙う景気対策法案の効果が現れることを期待していると述べた。,10
米政府、核計画の検証完了前に対北朝鮮制裁緩和も,2008/04/18,ライス米国務長官は17日、北朝鮮が核計画を申告した場合、検証には時間がかかると述べ、検証作業が完了する前に北朝鮮に対する制裁を一部解除する可能性を示唆した。米政府高官によると、米国の訪問団は来週訪朝し、核計画の「完全かつ正確な」検証方法について協議する。北朝鮮は昨年末までに核計画を申告することになっていた。今後、北朝鮮が核計画を申告すれば、米政府は、テロ支援国リストと敵国通商法に基づいて実施している対北朝鮮制裁を緩和するとみられている。,10
ユーロ、世界の基軸通貨にはなり得ない＝ジョージソロス氏,2008/04/18,著名投資家のジョージソロス氏は、ユーロがドルに代わって世界の基軸通貨になることはないだろうと発言、ドルとユーロの二極体制は不安定だと述べた。ソロス氏は「ユーロがドルに代わる存在になるとは思わない。主要2通貨の二極体制は安定した体制とは言えない」と発言。「今は不安定な局面であり、不透明感が高まっている」と述べた。外為市場では、米景気後退懸念からユーロが対ドルで最高値を更新している。ソロス氏は、著書のプロモーションのため、ブリュッセルを訪れている。同氏は、市場の混乱はまだ続いており、投資家は当局の対応や市場の反応が明らかになるまで、資産を守る方法を考えたほうがよいと発言。今回の金融市場の混乱では、マネーサプライだけでなく、信用全体をコントロールすることの重要性を学んだとし、「他のバブルが崩壊しつつあるなかで、商品バブルは依然として膨らんでいる」と指摘した。同氏は、カウンタパーティリスクの透明性を高めるため、債務担保証券（CDO）などの複雑な証券化商品やスワップを取引所取引に移行することが、危機の解決策になるとの見方も示した。ヘッジファンドも他の市場関係者と同じく、規制されるべきであり、金融機関がヘッジファンドのレバレッジ量について情報を入手できるようにするべきだとも述べた。,10
見通しとリスクを見極め、適切に金融政策運営＝白川総裁,2008/04/18,白川方明日銀総裁は18日、支店長会議であいさつし、金融政策運営について「経済物価情勢を丹念に点検しながら、見通しのがい然性とそれに対するリスクを見極めた上で、それらに応じた適切な金融政策運営を行っていく」との姿勢をあらためて示した。＜日本経済は減速後に緩やかな成長経路＞白川総裁は、日本経済について「エネルギー原材料価格高の影響などから、減速している」と指摘。先行きについては「当面減速が続くものの、その後は緩やかな成長経路をたどる」との見方を示した。いずれも4月金融経済月報を踏まえたもので、消費者物価（除く生鮮食品）の前年比についても「経済全体の需給が概ねバランスした状態で推移するもとで、石油製品や食料品の価格上昇などから、プラス基調を続けていく」との判断を繰り返した。もっとも「国際金融資本市場においては、米サブプライムローン（信用度が低い借り手向け住宅ローン）問題に端を発した不安定な状態が続いている」とも指摘。さらに「原油価格をはじめとする国際商品市況の高騰や米国経済の下振れリスクなど、世界経済についての不確実性が高まっている」として「国際金融資本市場や世界経済の動向、エネルギー原材料価格高の影響については、引き続き注意する必要がある」と慎重な見方も示した。一方、日本の金融システムに関しては「現時点において安定性に深刻な影響が及ぶとはみられない」としながらも「金融機関のリスク管理の状況や金融システムへの影響を引き続き注意深く点検していく」と警戒姿勢を崩さなかった。（ロイター日本語ニュース志田義寧記者）,10
UBS、追加増資は不要と認識＝CEO,2008/04/18,スイスの金融大手UBSUBSN.VXのマルセルローナー最高経営責任者（CEO）は17日、同国の週刊紙レブドとのインタビューで、追加の資本増強は必要ないと考えていると述べた。同CEOは、状況に改善の兆しがみえてきたと指摘。ただ、クレジット危機から完全に抜け出すには、あと数カ月かかるとの見方も示した。同CEOは「追加の増資は必要ないのではないかと考えている」とし、「現在のポジションの価値は非常に低いが、半年前に比べれば、厳しさがさらに少し和らいだ」と述べた。「改善の兆しがみえつつある。クレジットデリバティブは、2007年夏以前と比べると価格がかなり下落しており、一部で投資が再開している。今後数カ月で危機から完全に抜け出せるのは明らかだ」と述べた。投資銀行部門で3000─4000人を削減するのかとの質問には「その見積もりはおそらく多すぎる。市場の機会に応じて、キャパシティを調整していく」と述べた。1年後には他の部門の人員も減っているとの見通しも示した。,10
日本経済の下振れリスクは強まっている、米経済減速で＝大田担当相,2008/04/18,大田弘子経済財政担当相は18日、月例経済報告等に関する関係閣僚会議後の会見で「米国の減速感が強まっており、日本経済の下振れリスクは強まっている」との認識を示した。4月の月例経済報告では景気の現状認識先行き判断は基本的に前月と変わらなかった。大田担当相は、景気対策としての財政出動の必要性について「先行きは予見をもって臨むわけにはいかないが、景気は足踏みながら回復が続いている。財政出動を行う局面ではない」と述べた。金融政策面からの対応に関しては「日銀の専管事項でコメントを控える」とした。月例報告の基調判断は「足踏み状態」を維持。各論で業況判断を下方修正した。企業業績の先行きに関して大田担当相は「原油価格資材価格の高騰や円高が企業収益を圧迫しているが、意外にしっかりしている面もある」と指摘。「在庫水準は低く、在庫面からの生産下押しはない。設備や雇用の過剰感もなく、現時点で、国内要因で企業業績が悪化していくことはそれほどない」とし、業況判断悪化の背景は「米経済の減速が大きな要因となっている」と述べた。判断を下方修正した米経済の先行きについては、「年前半は景気は低迷するが、戻し減税の効果が5月から7月にかけて出てくる。（この結果）年後半には持ち直すとのシナリオが描かれている」との米エコノミストの見方を挙げ、「このシナリオでいけば、日本経済への影響は一時的になるだろう」と見通した。中国などアジアから米国向けの輸出の伸び鈍化も顕在化し始めており、大田担当相は日本経済の先行きは「米国経済の減速の大きさと長さ次第」とし、政策効果を見極める段階と繰り返した。月例経済報告関係閣僚会議では、与野党幹部や閣僚から意見や質問もなく短時間で終了した。日銀の白川方明総裁からも、3月日銀短観の概要と金融市場動向についての説明だけで、日米の景気認識や金融政策についての言及はなかったという。（ロイター日本語ニュース吉川裕子）,10
食糧価格高騰、世界の経済成長を脅かす可能性＝国連事務総長,2008/04/21,国連の潘基文（バンキムン）事務総長は20日、食糧価格の高騰が貧困層の削減に向けた取り組みの妨げになる恐れがあり、問題が悪化すれば、世界の経済成長や安全保障を脅かす可能性があるとの見方を示した。事務総長は当地で行われた国連貿易開発会議（UNCTAD）総会の開会にあたり、国連が持つあらゆる手段を講じて食糧価格の問題に対処すると発言。「この問題に対応するため、著名な専門家や指導的立場にある関係当局で構成される強力なタスクフォースを直ちに立ち上げる」と述べた。また、昨年から穀物などの食糧価格が大幅に上昇しており、2015年までに世界の貧困層を半減させるという目標に向けた取り組みの成果が失われる可能性があると警告。複数の国がコメや小麦などの輸出禁止、あるいは輸入に対するインセンティブ導入といった措置を取っていることも国際貿易に歪みを生み、食糧不足を悪化させていると指摘し、「適切に対応しなければ、世界の経済成長、社会的発展、さらには政治的安定といった問題に発展する可能性がある」との見方を示した。,10
米経済の先行き、悲観的な見方が拡大＝全米企業エコノミスト協会,2008/04/21,全米企業エコノミスト協会（NABE）の四半期調査によると、エコノミストの間で米経済の先行きに悲観的な見方が増えている。景気後退（リセッション）入りを予想するエコノミストも、前回調査から増加した。調査は会員エコノミスト109人を対象に3月24日─4月8日に実施した。第1四半期の実績や短期の見通しに「非常に悲観的な」見方が目立ったという。米国建設業協会のチーフエコノミスト、ケンサイモンソン氏は「第1四半期は5年ぶりに、利益率が低下したとの回答が上昇したとの回答を上回った。会員企業の需要の伸びは、2001年の景気後退以降、最低となった」と指摘した。調査では、回答者の約30％が2008年上半期の米国内総生産（GDP）がマイナス成長になると予想。他の大半の回答者も成長率を1％未満と予想している。前回1月の調査では、マイナス成長を予想した回答者は全体の10％にとどまっていた。景気後退は2四半期連続のマイナス成長と定義されることが多い。NABEによると、3カ月前よりも悲観的になったとの回答が全体の70％を占めた。第1四半期の原材料コストが上昇したとの回答は66％で、2004年以降で最高。市場の縮小と商品価格急騰で利益率が圧迫されたという。新規採用に慎重な企業が多いことも明らかになった。今後6カ月で人員を増やすとの回答は全体の34％、減らすとの回答は23％だった。景気減速で企業の値上げが難しくなっている現状も浮き彫りとなった。値上げを予想しているとの回答は34％で、1月調査の47％を下回った。,10
景気は緩やかに回復と期待、米景気など下振れリスクに留意＝財務次官,2008/04/21,津田広喜財務次官は21日午後の会見で、この日に財務省が発表した管内経済情勢報告で、2008年1─3月の景気の全局総括判断が6年3カ月ぶりに下方修正されたことに触れ、先週明らかになった月例経済報告や日銀の支店長会議の景気認識と「平仄（ひょうそく）が合ったものだと考えている」との見解を示した。先行きについては、「改正建築基準法の影響が徐々に収束しつつあるというなかで、輸出が増加基調で推移しており、景気は緩やかに回復していくというふうに期待している」とした。ただ、サブプライムローン（信用度の低い借り手向け住宅融資）問題を発端に米景気に停滞感が出ていることや、金融市場で変動が続いていること、原油原材料価格の高騰に言及し「景気の下振れリスクについては、十分留意する必要があると考えている」との見方を示した。財務省は21日、管内経済情勢報告概要を発表し、全国11の財務局の報告に基づく2008年1─3月の景気の全局総括判断を「全体としては、このところ足踏み状態になっている」に下方修正した。全局判断の下方修正は2001年10─12月期以来、6年3カ月（25期）ぶり。財務省では下方修正の背景について、生産が足踏み状態にあることや、企業の景況感が悪化していることなどを反映したとしている。,10
ユーロ圏の銀行、信用サイクル悪化リスクに直面＝トリシェECB総裁,2008/04/22,欧州中央銀行（ECB）のトリシェ総裁は、ユーロ圏の銀行は信用サイクルの悪化リスクに直面しているとの考えを示した。ECBの2007年年次報告書の序文のコメントが21日に公表された。総裁はその中で、07年は一部セクターで緊張が続き、金融市場にとって「非常に困難なチャレンジ」に特徴づけられた1年だったと振り返った。その上で、ユーロ圏の金融システムは07年中も引き続き回復力に富んでいたものの、銀行は市場の混乱や信用サイクルからさらに影響を受ける可能性があるとの見方を明らかにした。総裁は「ユーロ圏銀行システムの今後のリスクは主として、銀行の資産の質と貸倒引当金にマイナスの意味合いを持つ信用サイクル悪化の可能性に関連している。さらに、世界の不均衡の無秩序な巻き戻しの可能性が、世界的な金融の安定にとっての中期的なリスク要因として残る」と述べた。序文は2月29日までの情報に基づいて書かれており、総裁は現在の経済情勢や金融政策の詳細については触れていない。,10
米経済、景気後退ではなく減速局面に＝米大統領,2008/04/23,ブッシュ米大統領は22日、米経済が景気後退ではなく、減速局面にあるとの認識を示した。大統領は、カナダメキシコとの首脳会議後の記者会見で「米経済は景気後退に陥っていない。減速局面にある」と述べた。米経済が第4四半期に拡大したと指摘。第1四半期の結果はでていないとした上で「減速局面にあることは疑いようがなく、明らかに懸念されている」と述べた。,10
金利はどちらの方向にも動く可能性がある─仏中銀総裁＝WSJ,2008/04/23,欧州中央銀行（ECB）理事会メンバーであるノワイエ仏中銀総裁は、22日の金利に関する自身のコメントについて、市場は深読みし過ぎだと述べた。ウォールストリートジャーナル紙の電子版が伝えた。市場では前日、同総裁の仏ラジオのインタビューを受けてECBの次の動きは利上げの可能性があるとの観測が広がり、ユーロが対ドルで1.6ドルを突破、最高値を更新した。同紙によると、ノワイエ総裁は、市場は自分の発言を金利動向の方向を示すヒントと誤解した、と述べた。同総裁は「（金利は）どちらの方向にも動き得る。わたしは将来の金利動向には言及しない。誰にもわからないからだ。どちらかの方向に予測をするのは危険だ」と述べた。同総裁は前日のインタビューで「われわれにとっての大きな問題は、来年のインフレ率を2％の目標以下に戻すことだ。そのために必要なことは何でも行う」と述べた。さらに「必要であれば金利も変更する。われわれが現在金利を4％に据え置いているのは、それが適切な水準だと考えているからだ」と語った。,10
首相問責決議案、解散につなげる戦術上の判断＝菅代表代行,2008/04/24,民主党の菅直人代表代行は24日の定例会見で、政府与党がガソリン税の暫定税率維持を盛り込んだ租税特別措置法改正案を衆院で再議決した場合の福田康夫首相への問責決議案の提出について、衆院解散総選挙に最も有効につなげていける戦術かどうかの観点から検討していくと述べた。政府与党は暫定税率復活に向け、27日投開票の衆院山口2区補欠選挙の勝敗にかかわらず、4月30日に衆院で同法案を再議決し成立させる方針を固めている。この場合の対応について菅代表代行は「われわれが一番求めているのは解散総選挙。その趣旨に沿ってどういう行動が最も効果的で国民の理解を得られるか、その観点から判断したい。問責が良い悪いというより、解散総選挙に最も有効につなげていける戦術として、どうあるべきかという立場で検討していく」と述べるにとどめた。首相問責決議案の提出時期をめぐり民主党内では、租税特別措置法案改正案が再議決された直後との意見とは別に、今後10年間のガソリン税収を道路整備に充てることを定めた道路整備財源特例法改正案の再可決が可能となる5月12日以降まで見極めて判断すべきとの慎重論が浮上している。背景には、問責決議案提出後の長期の国会空転に対する世論の批判が懸念されることや、山口補選で民主党の追い風になっている後期高齢者医療制度の問題点について「国会で追及するほうが国民の支持が得られる」（幹部）との見方があるためだ。このため民主党としての国会対応は、27日の選挙結果を踏まえ最終決定する見通しで、菅代表代行は、首相問責決議案提出について、政権交代に向けた戦術として有効な時期を選んで対応する考えを示すにとどめた。,10
外貨準備の大量保有国、通貨構成を変更すべきでない＝ユーログループ議長,2008/04/24,ユーログループ議長を務めるルクセンブルクのユンケル首相兼財務相は24日、外貨準備を大量に保有する国はその通貨構成を変更すべきではないとの考えを示した。ロシアのプーチン大統領との会談を控え、ロイターとのインタビューで語った。ユンケル議長は「ロシアやその他の国々が外貨準備における通貨の構成を変えることを望まない。現状維持が好ましい」と述べた。同議長は、為替相場の動きが余りにも不安定で、ユーロ圏経済にとって好ましくない、とする従来の考えをあらためて示した。また、国際通貨基金（IMF）のユーロ圏経済成長見通しについて「余りにも悲観的」と指摘。「欧州委員会は今月に独自の見通しを発表するが、それはIMFの見通しより強い内容となるだろう」と述べた。,10
為替相場の変動が金融経済の安定に及ぼす影響を懸念＝ECB総裁,2008/04/25,トリシェ欧州中央銀行（ECB）総裁は24日、為替相場の変動が金融市場安定に及ぼす影響について懸念を表明した。総裁はECB主催の統計に関する会議の合間に、最近のユーロ高は過剰かと質問され、「ここ最近、大幅な変動が見られる。金融経済の安定に及ぶおそれのある影響を懸念している」と語った。さらに「米大統領、財務長官、バーナンキ連邦準備理事会（FRB）議長ら当局者が強いドルは米国の利益と述べたことは非常に重要であるということを、これまで以上に指摘する」と述べた。金融政策については「物価を安定させ、またインフレ期待抑制に必要な物価安定への信頼感を得るという目標の達成に、現在の金融政策スタンスは寄与する」と指摘。「これは2週間前に理事会として示した見解であり、これを完全に確認する」と語った。,10
消費者国民生活や経済への影響を注視＝CPIで額賀財務相,2008/04/25,額賀福志郎財務相は25日、閣議後の会見で、けさ発表された3月全国消費者物価指数（生鮮食品を除く総合、コアCPI）が前年比1.2％の上昇となったことなどについて、消費者や国民の生活、経済への影響を注視する、と述べた。  前年比のコアCPIが1.2％の上昇となるのは、1998年3月のプラス1.8％以来。額賀財務相は「物価上昇が最近続いている」との認識を示し、「消費者や国民の生活、経済への影響を注視していく」と語った。物価上昇の背景には世界的なエネルギー食料価格の高騰があるが、額賀財務相は「先般のG7（7カ国財務相中央銀行総裁会議）でも大きな懸念が示された」とし、「特に発展途上国において食料不足が国民生活に大きな影響を与えている」と指摘。6月中旬に大阪で開催される主要8カ国（G8）財務相会合では、エネルギー食料価格の高騰などがテーマになるとの見解を示した。その上で、対応策ついて「原材料や食料の価格高騰は各国の国民生活経済に影響を与える。食料の価格高騰、安定供給にどう対応するのか考えていかなければならない」とし、「例えば食料をエネルギーに使うことで、穀物価格が高騰することなどについて問題意識を持たなければならない。一国だけではできず、国際会議などの場で共通認識を作ることが大事だ」と語った。（ロイター日本語ニュース伊藤純夫記者）,10
