head,date,body,category
福田首相が「政権投げ出し」、ささやかれる麻生幹事長への禅譲,2008/09/2,福田康夫首相は1日、首相官邸で緊急記者会見し、辞任を表明した。ねじれ国会で政策が実現できないことを退陣の理由と説明し、安倍晋三前首相に続く「政権投げ出し」に日本の政治に対する信認が大きく揺らぐことは避けられない。「バラマキ」ではないと強調した総合経済対策の決定からわずか3日、景気対策優先を掲げる麻生太郎幹事長への禅譲がささやかれる中、財政健全化路線は後退を余儀なくされている。福田首相は会見の冒頭から、衆参ねじれ国会の中で困難を承知で政権を引き継いだが、最初から政治資金、年金記録問題など「積年の問題が顕在化し処理に忙殺された」と弁明。道路特定財源の一般財源化や消費者庁設置など「だれも手を付けなかった国民目線の改革に着手し一定の方向性を出した」と述べ、前週末には総合経済対策を取りまとめたが、臨時国会で対策を実施するための補正予算案や消費者庁設置法案など「国民生活に一刻の猶予もできない重要な案件を審議する」局面を前に、辞任を表明した。辞任を決断した理由について福田首相は「先の国会では、民主党が重要な案件の対応に応じず、国会の駆け引きで審議引き延ばしや審議拒否を行い、その結果決めるべきことがなかなか決まらない事態が生じた。今度開かれる国会で、このようなことは決してあってはならない。そのためにも態勢を整えた上で、国会に臨むべきと考えた」と述べ、「新しい布陣の下、政策の実現を図らなければならないと判断し、辞任を決断した」と語った。福田首相は新体制について言及を避けたものの、政府与党内では国民的な人気が高い麻生幹事長への禅譲が今回の辞任表明の裏にあるとみる声が浮上している。今後、自民党総裁選を経て新総裁の下で首相指名選挙が行われ、新政権が誕生することになるが、市場では、麻生政権が誕生した場合、小泉政権から受け継がれてきた財政健全化路線の後退を余儀なくされるとの指摘が多い。麻生幹事長は就任直後から景気対策を優先順位の筆頭に掲げ、幹事長就任直後の報道各社とのインタビューにおいて政府が掲げる2011年度の基礎的財政収支（プライマリーバランス）の黒字化目標の先送りに言及。2─3％の名目成長率が2─3年続いた上であらためて目標に掲げるべきとの考えを示している。,1
福田首相の辞任表明受け自民は新総裁選出へ,2008/09/2,福田康夫首相の辞任表明を受けて、自民党は直ちに後継総裁の選出手続きに入る。安倍晋三首相（当時）が辞任表明した際は、2007年9月12日に辞任表明後、14日自民党総裁選告示、16日に自民党総裁候補所見発表演説、23日に福田康夫氏を自民党総裁選出。25日に福田康夫氏が衆参両院で首相指名を受け、26日に福田内閣発足と、辞任表明後2週間で新内閣発足となった。,1
福田首相が辞任表明、麻生幹事長の総裁昇格期待の声,2008/09/2,福田康夫首相は1日、首相官邸で緊急記者会見し、ねじれ国会で政策が実現できないことを退陣の理由と説明し「新しい布陣の下、政策の実現を図らなければならないと判断し、辞任を決断した」と語った。与党内では景気対策優先を掲げる麻生太郎幹事長の新総裁への昇格を期待する声が浮上している一方、構造改革路線の後退を懸念する見方がマーケットには出ており、小泉潤一郎内閣以来、自民公明の連立政権が堅持してきた財政健全化路線は岐路を迎えた。福田首相は会見の冒頭から、衆参ねじれ国会の中で困難を承知で政権を引き継いだが、最初から政治資金、年金記録問題など「積年の問題が顕在化し処理に忙殺された」と辞任表明にいたる心境を述べた。道路特定財源の一般財源化や消費者庁設置など「だれも手を付けなかった国民目線の改革に着手し一定の方向性を出した」と述べ、前週末には総合経済対策を取りまとめたが、臨時国会で対策を実施するための補正予算案や消費者庁設置法案など「国民生活に一刻の猶予もできない重要な案件を審議する」局面を前に、辞任を表明した。安倍晋三前首相に続く自民党総裁の任期途中での政権幕引きとなった。辞任を決断した理由について福田首相は「先の国会では、民主党が重要な案件の対応に応じず、国会の駆け引きで審議引き延ばしや審議拒否を行い、その結果決めるべきことがなかなか決まらない事態が生じた。今度開かれる国会で、このようなことは決してあってはならない。そのためにも態勢を整えた上で、国会に臨むべきと考えた」と述べ、「新しい布陣の下、政策の実現を図らなければならないと判断し、辞任を決断した」と語った。福田首相は新体制について言及を避けたものの、複数の与党筋によると、政府与党内では国民的な人気が高い麻生幹事長へ政権が移ることを期待する声が高まっているという。麻生幹事長は2日未明、自民党総裁選に出るかとの質問に対し「適任かな、と思わないわけでない」と述べ、立候補の意欲を示した。今後は、自民党の新総裁の選出手続きに焦点が移る。安倍晋三前首相が辞任表明した昨年9月12日から、自民党総裁選を経て福田首相が国会で新首相が指名されるまで約2週間がかかった。,1
対ロシア関係見直しの可能性、現時点で制裁なし＝EU声明草案,2008/09/2,欧州連合（EU）緊急首脳会議の声明草案によると、EUは、ロシアがグルジア紛争に関する和平原則を順守しなければ、対ロシア関係を見直す可能性があるとの見解を示す見通し。草案はロシアによる南オセチア自治州とアブハジア共和国の独立承認を強く非難。ただ、ロシアに対する制裁には言及していない。ロイターが入手した同草案は、対ロシア関係の見直しは「様々な分野におけるEUロシアの将来的関係をめぐる継続的協議に関する決定につながる可能性がある」としている。,1
EUロシア協定交渉、ロ軍撤退完了まで延期＝首脳会議,2008/09/2,欧州連合（EU）首脳は1日、ロシア軍がグルジア紛争前の配置に撤退するまで、今月15日に予定されていたEUロシアの新パートナーシップ協定の交渉を延期する方針で合意した。バローゾ欧州委員長はEU緊急首脳会議後記者団に対し、グルジア紛争を踏まえ「何事もなかったかのように（協議を）続けることができないのは明らかだ」と述べた。協議の日程については、ロシア軍の動向次第とした。委員長はまた、サルコジ仏大統領が8日、他のEU首脳と共にモスクワを訪れ、和平6原則が順守されているかを確認する予定と述べた。,1
「グスタフ」で一部製油所閉鎖、製油能力の12％＝米エネルギー省,2008/09/2,米エネルギー省が1日発表したリポートによると、ハリケーン「グスタフ」の上陸に伴い、メキシコ湾岸の米石油精製施設は12カ所が操業を一時停止、10カ所が操業体制を縮小している。操業を一時停止している12施設の製油能力は合計で日量約215万7000バレルで、全米の製油能力の12％超、メキシコ湾岸全体の約36％に当たる。操業体制を縮小している10施設の製油能力は合計で日量331万3000バレル。リポートには、エクソンモービルのバトンルージュ製油所（製油能力日量50万3000バレル）は含まれていない。エクソンモービルは、暴風雨に関連した停電で同製油所の操業を停止していると確認した。,1
北朝鮮、寧辺にある核施設の回復に向けた作業を開始＝報道,2008/09/3,米フォックスニュース電子版は2日、米政府関係筋の話として、北朝鮮が米国との取り決めを破り、寧辺にある核施設の回復に向けた作業を開始したと報じた。報道によると、北朝鮮による今回の動きは、米国がテロ支援国家指定解除を先送りしたことに対する抗議とみられている。北朝鮮は前月26日、米国が合意に違反したとして、核施設の無能化作業を中止すると発表していた。一方、米政府は前週、無能化の中断は大きな後退であり、テロ支援国家の指定解除前に、核施設の無能化を完了させなければならないとあらためて北朝鮮側に求めていた。,1
ペイリン米副大統領候補が共和党大会で演説,2008/09/4,米共和党のペイリン副大統領候補は3日、共和党大会で演説、コミュニティのまとめ役を通じて地歩を築いてきた民主党のオバマ大統領候補と、コミュニティの長としてキャリアを積み上げてきた自身との違いを強調した。演説原稿でペイリン氏は、「アラスカ州知事となる前は、故郷の街の市長だった。民主党の候補はこの経歴を見くびっているようだ」と指摘。その上で「小さな街の市長はコミュニティのまとめ役のようなものだが、実際には責任が伴うという点が違う」と述べた。マケイン大統領候補はABCテレビでのインタビューで、ペイリン氏の副大統領としての資質を擁護。「経験と才能がある。導く方法を知っておりアラスカ州民から認められた。最も大事なことは、アメリカ国民は変革を求めており、ワシントンの政界からの人物を望んでいない」と述べた。,1
米共和党、マケイン氏を大統領候補に正式指名,2008/09/4,米共和党は3日、ジョンマケイン上院議員を同党の大統領候補に正式に指名した。マケイン氏は1982 年に下院議員に初当選。ベトナム戦争の英雄で、5年半もの間、捕虜生活を送った経験を持つ。議会では概ね保守主義、自由貿易主義、妊娠中絶禁止のスタンスを採っているものの、党派にとらわれない政治活動を展開することから、しばしば「一匹狼」と形容される。米国民の間でイラク戦争に対する厭戦ムードが漂う中、首尾一貫してイラク戦争支持を表明している。,1
ペイリン副大統領候補が共和党大会で演説、オバマ氏を攻撃,2008/09/4,米ミネソタ州セントポールで開催中の共和党党大会で3日、副大統領候補に指名されたアラスカ州のサラペイリン知事が演説した。激しい内容のスピーチで、小さな町の出身であることを売り込み、民主党の大統領候補バラクオバマ氏を厳しく非難した。ペイリン知事が「ワシントンのエリートグループのメンバーでないと、一部のメディアからはそれだけの理由で候補者としての資質に欠けるとみなされる」と集まった人々に語りかけると、「サラ、サラ」の大合唱が起こった。ペイリン知事はオバマ氏の誠実さに疑問を投げかけ、大げさな演説を好む傾向を皮肉交じりに攻撃した。また「この大統領選挙であなた方のために本当に戦ったとこのある人はひとりだけです」とベトナム戦争で捕虜となった経験のあるマケイン氏を示唆して語った。共和党大統領候補のジョンマケイン上院議員は、36分間に及んだペイリン知事のスピーチの最後にステージに登場。ペイリン知事とその家族に加わり「次の副大統領選びで正しい選択をしたと思いませんか」と聴衆に問いかけた。一方、オバマ陣営からは、ペイリン知事の演説はとてもよい出来だったとしながらも、8年間のブッシュ政権で聞き慣れたものだったとの声が聞かれた。,1
米副大統領がグルジア訪問、ロシアを非難,2008/09/5,チェイニー米副大統領は4日、初のグルジア訪問で同国のサーカシビリ大統領と会談し、グルジア紛争でのロシアの行動は正当化できないとの認識を示した。ロシアは、米国がサーカシビリ大統領をけしかけて事態を悪化させていると反発している。副大統領は「グルジアが（2003年の）『バラ革命』によって自由を勝ち取って以後、米国はこの若い民主国家を支援する立場にある。今回も、グルジアに対する領土侵犯と、武力によりグルジアの領土を変更しようとする正当化しがたい一方的な行動に立ち向かうグルジアを支援する。（ロシアの）このような行動は、自由世界が一致して非難している」と語った。ロシアのラブロフ外相は、チェイニー副大統領のグルジア訪問にさほど注目していないと述べた。,1
米政府、ファニーメイとフレディマックを救済へ＝下院委員長,2008/09/7,米下院金融サービス委員会のフランク委員長（共和党）は6日、米政府が連邦住宅抵当金庫（ファニーメイ）FNM.Nと連邦住宅貸付抵当公社（フレディマック）FRE.Nを国の傘下に収める計画だと明らかにした。7日に正式発表される可能性があるという。同委員長は、ロイターに対し「すべての株主が不利な扱いを受けることになるだろう」と述べた。また「政府が新たな経営者となる見込みだ」と述べ、現最高経営責任者（CEO）らが解任されるとの見通しをほのめかした。フランク委員長は5日に、両社の救済策についてポールソン財務長官と協議していた。,1
米政府、ファニーメイとフレディマックを政府管理下に,2008/09/8,米政府は7日、政府系住宅金融機関（GSE）の連邦住宅抵当金庫（ファニーメイ）FNM.Nと連邦住宅貸付抵当公社（フレディマック）FRE.Nを政府の管理下に置くと発表した。悪化する米住宅市場支援と国際金融市場の混乱回避のため、かつてない規模の支援に乗り出す形となった。ポールソン財務長官はこの日の記者会見で「米国の経済や市場は、住宅市場の調整が終わるまで回復することはできない」と指摘。両社は米住宅ローン残高12兆ドルの半分近くを保有または保証しており、どちらかが破たんすれば、国内ばかりか世界中の金融市場に大きな混乱を引き起こすと述べた。両社は政府管理下に置かれるが、株式は引き続き取引可能。ただ、普通株の株主はまず損失を被る下位の立場におかれることになる。両社は経営の安定し財務内容が改善するまで連邦住宅金融局（FHFA）の管理下に置かれる。ブッシュ米大統領は、両社の問題は金融システムと米経済にとって受け入れ難いリスクとなっており、今回の措置は必要だったとのコメントを発表した。＜政府が株主に＞,1
マケインオバマ両氏、GSEの政府管理は必要な措置と表明,2008/09/8,マケイン共和党大統領候補、オバマ民主党大統領候補の両氏は7日、米政府が政府系住宅金融機関（GSE）のファニーメイFNM.NとフレディマックFRE.Nを管理下に置くと発表したことについて、必要な措置との考えを表明した。マケイン氏の経済顧問によれば、同氏は、政府の対応策を支持したうえで、最終的には民営化を望んでいる。同顧問は「長期的な改革は、ファニーメイとフレディマックの規模を縮小するもので、そうなれば両社の規模が脅威になることはなくなる。その後で民営化させ、納税者の負担がまったく発生しないようにすべき」と述べた。一方オバマ候補は、ファニーメイとフレディマックの政府支援策は、経済の強化や、苦境にある住宅所有者の支援に焦点を当てるべきで、決してロビイストや特定の利益団体のためであってはならない、と述べた。,1
北朝鮮の金総書記、8月に倒れる─韓国大使館筋＝朝鮮日報,2008/09/9,韓国の全国紙、朝鮮日報は9日、在北京の韓国大使館当局者の話として、北朝鮮の金正日総書記が8月22日に倒れたと伝えた。アナリストらは金総書記が9日開催される建国60周年記念の行事に姿を現すかどうかに注目している。,1
北朝鮮の金総書記、8月に倒れる─韓国大使館筋＝朝鮮日報,2008/09/9,韓国の全国紙、朝鮮日報は9日、在北京の韓国大使館当局者の話として、北朝鮮の最高指導者である金正日労働党総書記が8月22日に倒れたと伝えた。アナリストらは金総書記が9日開催される建国60周年記念の行事に姿を現すかどうかに注目している。金総書記は66歳。太り過ぎで糖尿病と心臓病の持病を抱えているとされ、韓国ではたびたび健康悪化説が流れているが、実際の健康状態に関しては北朝鮮のトップシークレットとなっている。同紙によると、韓国大使館当局者は「金正日国防委員長が8月22日に倒れた」と述べた。同紙は先週には、中国の医師5人が北朝鮮高官を治療するため8月下旬に平壌を訪問したと伝えていた。9日の報道に関する韓国情報機関の確認はこれまでのところ得られていない。,1
北朝鮮の金総書記、8月22日に倒れる─韓国大使館筋＝朝鮮日報,2008/09/9,韓国の全国紙、朝鮮日報は9日、在北京の韓国大使館当局者の話として、北朝鮮の最高指導者である金正日労働党総書記が8月22日に倒れたと伝えた。アナリストらは金総書記が9日開催される建国60周年記念の行事に姿を現すかどうかに注目している。金総書記は66歳。太り過ぎで糖尿病と心臓病の持病を抱えているとされ、韓国ではたびたび健康悪化説が流れているが、実際の健康状態に関しては北朝鮮のトップシークレットとなっている。同紙によると、韓国大使館当局者は「金正日国防委員長が8月22日に倒れた」と述べた。同紙は先週には、中国の医師5人が北朝鮮高官を治療するため8月下旬に平壌を訪問したと伝えていた。9日の報道に関する韓国情報機関の確認はこれまでのところ得られていない。,1
米大統領、イラク駐留米軍を8000人縮小する方針発表へ,2008/09/9,ブッシュ米大統領は、9日に行う国防大学での演説で、来年2月までにイラクの駐留米軍を8000人削減する方針を明らかにする。ホワイトハウスが8日に演説内容を公表した。大統領は、イラクの治安改善を受けて駐留部隊を帰国させ、代わりにここ2年あまりでイスラム教過激派の攻撃が激化しているアフガニスタンにより多くの部隊を派遣する方針を明らかにする。演説は「イラクの敵は依然危険な存在だが、われわれは攻撃を食い止めている。またイラク軍も戦闘能力を高めている。（イラク駐留多国籍軍の）ペトレアス司令官と米軍幹部たちは、この状態が続けば、来年前半に追加撤退が可能になると考えている」としている。8000人の削減でイラク駐留米軍の規模は13万8000人となる。これは、2007年に大統領が指示した増派以前の規模を依然上回っている。,1
米大統領選、共和党スターのペイリン氏がオバマ氏への攻撃を主導,2008/09/9,サラペイリン共和党副大統領候補は、共和党党大会の参加者のなかで一番のスターだった。その最大の標的は民主党大統領候補のバラクオバマ氏に定められていた。アラスカ州知事のペイリン氏は、マケイン候補のために4日間開催された共和党党大会で話題をさらった。その一方で、オバマ氏は現実に疎いリベラルで、ベトナム戦争でハノイの捕虜収容所を経験したマケイン氏とは比較にならないというメインテーマを伝える完璧なメッセンジャーを務めた。イリノイ州選出で上院議員1期目のオバマ氏に対するペイリン氏の皮肉たっぷりの攻撃を含んだ演説は、共和党支持者から賛同を得て、米国内では3700万人以上が視聴した。もっとも、民主党党大会でのオバマ氏の演説の視聴者数にはわずかに及ばなかった。2000年にアルゴア氏を、2004年にはジョンケリー氏を痛烈に批判した過去2度の共和党大会で繰り返されたメッセージは、ブッシュ大統領を2度ホワイトハウスに送りこんだ。共和党ニューハンプシャー州支部のファーガスカレン支部長は「ペイリン氏のオバマ氏をあざけるような論調は適切だった。この選挙は今、オバマ氏が焦点。彼が大統領としてふさわしいかどうかが問題だ」と話した。ペイリン氏が攻撃を担ったことで、4日の大統領候補指名受諾スピーチで、マケイン氏はオバマ氏に寛容な姿勢を示すことが出来た。また、保守派からの支持は、ブッシュ大統領と距離を置き、改革派として信用がおけることを売り込み、自身が所属する政党にも挑む意志があることも見せることが出来た。マケイン氏は「私は政党のためには働かない。特定の利益のためにも、自分自身のためにも働かない。私はあなた方のために働く」と語りかけた。＜攻撃の先頭に立つペイリン氏＞,1
石原元政調会長が自民総裁選に出馬表明、「国民と政治にずれ」,2008/09/9,石原伸晃元自民政調会長は9日午後、自民党本部で記者会見し、総裁選への立候補を正式に表明。厳しい経済状況の中で政治は政局に明け暮れ、国民とのあいだに大きなずれが生じていると指摘した。また、国民の関心がある政策の立案と実現に取り組まなければならないと語った。推薦人とともに会見に臨んだ石原氏は、「心の通った改革路線の続投」を掲げ、総裁選の立候補に当たって「一点の私心もない」ことを強調した。その上で、「国民はこの経済状況、リストラ、低賃金、原油価格高騰による物価上昇の中で本当に頑張っている」と述べる一方、「政治はこの1年間、政局に明け暮れ、日銀総裁を3週間にわたって空席にさせてしまった」と政治の停滞を批判。「国民と政治に大きなずれができてしまった」と指摘し、「これを埋め、国民の関心がある政策を自民党が立案し、実現しなければならないと考えた」と立候補の理由を説明した。具体的な経済財政政策については、「ばらまき的に赤字国債を発行して需要をつくり出すことには反対だ」と述べ、政府が掲げている2011年度の基礎的財政収支（プライマリーバランス）黒字化は「堅持していくべき」と指摘。増大する社会保障費の安定財源確保に向けた消費税率引き上げに関しては「医療、介護、年金で国民が望む高度な水準を満たすには、消費税の増税も将来的には入ってくる」としながらも、「今の経済情勢を考えると、消費税を増税することは絶対にできない」と将来的な課題と位置づけた。その間の財源については、行財政改革による無駄の削減とともに「特別会計の中には、準備金の積立金がかなりあり、それを使うことも可能」と、いわゆる「霞ヶ関埋蔵金」の活用も選択肢との認識を示した。,1
北朝鮮の金正日総書記、卒中の可能性＝米情報筋,2008/09/10,北朝鮮の金正日総書記は、過去数週間の間に卒中を患った可能性がある。米国の情報当局者が9日、明らかにした。当局者は匿名を条件に「（総書記に）健康上の問題が起きたもようで、卒中を患った可能性がある」と語った。これまでのところ政権に変化の徴候はないが、総書記が引き続き統治可能かについては、憶測するしかないと述べた。北朝鮮は9日、建国60周年を記念して軍事パレードを実施したが、金総書記の姿は見られなかった。総書記は66才で、慢性疾患を抱えているとされる。朝鮮日報は、北京の韓国外交筋の話として、総書記が8月に倒れたと報じた。総書記が卒中を患った可能性があるとの報道について、米ホワイトハウスのペリノ報道官は「情報は何もない」と述べた。,1
次期米大統領、世界はオバマ氏を希望＝調査,2008/09/11,米民主党のバラクオバマ大統領候補は、米国内での大統領選の世論調査では、ライバルで共和党のジョンマケイン候補からリードを奪うのに苦労しているかもしれない。だが、世界の人々はオバマ氏の当選を望んでいることが英BBCの調査で10日、明らかになった。調査に参加した22カ国のすべてが調査時点では、マケイン候補よりもオバマ候補を大統領として選び、そのうち17カ国では、オバマ候補が大統領になった場合、米国と世界との関係が改善するとみている。調査を実施したのは、国際調査機関のグローブスキャン社で、アジアからアフリカ、欧州まで世界で2万2000人以上の人が参加した。オバマ候補を選んだ人はインドの9％からケニアの82％まで幅があったが、22カ国の平均では、オバマ候補が49％だったのに対してマケイン候補は12％にとどまった。同社のダグミラー会長は「世界中の多くの人々が明らかにオバマ候補を好ましく思っている。現在の米国のネガティブなイメージを考えれば、マケイン候補が政権に就いた場合、現在のブッシュ政権と世界との関係を改善できると答えたのが、5人に1人だったことが印象的だ」と指摘した。米国内では、4日に終了した共和党党大会以降、3つの世論調査を実施。1つは、マケイン候補が誤差の範囲である1─4％ポイントリードしているとしたが、ほかの2つは接戦だったことが示された。2004年にBBCとグローブスキャンが実施した今回と同様の調査では、35カ国中30カ国が現職のブッシュ大統領ではなく、民主党のジョンケリー候補を選んでいた。,1
米ホワイトハウス、OPECの実質減産に不満表明,2008/09/11,米ホワイトハウスのスタンゼル報道官は10日、石油輸出国機構（OPEC）が予想に反し日量約50万バレルの実質減産を決定したことについて、市場にはより多くの原油が必要だと不満を表明した。同報道官は「市場への供給を減らすのではなく、増やすべきだ」と述べた上で、「最近は下落しているものの、エネルギー価格は依然として高止まりの状態にある」と指摘した。加盟国の一部からは、価格高騰による需要減退の影響で過剰供給を懸念する声も上がっていたが、生産目標は据え置かれると予想されていた。,1
米リーマンが資産運用部門売却で厳しい掛け引きに直面,2008/09/11,米証券大手リーマンブラザーズホールディングスLEH.Nは、苦悩の末に資産運用部門の過半数株の売却を決断したが、今後は売却に向けて厳しい掛け引きに直面することが見込まれる。リーマンが信用危機による評価損を相殺するための増資に困難をきたすなか、一部の銀行関係者は、資産運用事業ニューバーガーバーマンなど主要資産の過半数株売却計画は、同社が厳しい状況に陥っているサインである、との見方を示した。金融サービスに特化した買収の助言を行うフリーマンの最高経営責任者（CEO）、エリックウェバー氏は「ニューバーガーバーマンは関係者が興味を持つであろう一流資産で、売り手は資本が必要な疲弊した企業。これは関心だけでなく、ちゃんと機会を伴った取引だ」とし、「関係者は血のにおいを嗅ぎ取っている」と述べた。リーマンが10日、予定より1週間前倒しで発表した第3四半期決算は39億3000万ドルの赤字となった。同社はさらに、資産運用部門の株式約55％を含む一部資産の売却計画を発表した。同部門にはニューバーガーやプライベートエクイティ事業、富裕層対象の資産運用事業などが含まれる。専門家は同部門全体の価値を約80億ドルと推定する。リーマンは「多くの潜在的なパートナーと交渉を進めている」としており、ディックファルド最高経営責任者（CEO）は資産運用部門について複数の戦略的投資家に話を持ち掛けた、と述べた。複数の関係者によると、投資会社のコールバーグクラビスロバーツ（KKR）[KKR.UL]やヘルマン&フリードマン、ベインキャピタルなどが交渉で先行している。ある関係者は、入札は12日に実施されるだろう、とし、リーマンは10月の売却発表を望んでいる、と述べた。,1
米リーマン、身売りに向けて複数と交渉中＝関係筋,2008/09/12,関係筋によると、米リーマンブラザーズホールディングスLEH.Nは身売りに向け複数と交渉している。関係筋は、複数の銀行がリーマンの財務データを検討していると述べたが、具体的な買い手の候補については明らかにしなかった。米ウォールストリートジャーナル（WSJ）は、バンクオブアメリカ（バンカメ）(BAC.N)がリーマン買収に向けて交渉している、と報じた。ただ一方で、買収の見通しは確定的ではない、ともしている。,1
米政府、リーマン売却で調整中＝WP紙,2008/09/12,売却は今週末に完了し、15日のアジア市場の取引開始前に発表される見通し。,1
米ゴールドマン、20億ドルの評価損計上の可能性＝ドイツ銀,2008/09/12,またキーフブリュイエットアンドウッズ（KBW）のアナリストも、ゴールドマンの第3四半期利益見通しを引き下げている。11日の米国株式市場ではゴールドマンは0.36％安で引けた。KBWのアナリスト、ローレンスミス氏とジョエルジェフリー氏は「ゴールドマンの株式トレーディング事業は、この何年間で最悪の業績となる可能性がある」とし、取引量減少、商品価格の下落、デリバティブのボラティリティ上昇、ヘッジファンド不振を指摘した。スミス氏とジェフリー氏は第3四半期の1株あたり利益（EPS）見通しを2.17ドルから1.40ドルに引き下げ、2008年度EPS見通しを14.35ドルから13.57ドルに引き下げた。,1
米リーマンが破産申請の可能性、メリルはバンカメが買収へ,2008/09/15,米金融セクターは14日、投資銀行大手リーマンブラザーズホールディングスLEH.Nの破産法適用申請見通しや大手銀バンクオブアメリカ(BAC.N)によるメリルリンチMER.N買収の見通し、保険大手アメリカンインターナショナルグループ（AIG）(AIG.N)の資産売却見通しといった前例をみない規模の激震に見舞われた。この日の展開は、住宅市場のバブル崩壊と信用危機が13カ月目を迎える中、ウォール街や米政府が選別的救済の必要性を認識した可能性を示唆している。経営危機に直面する米リーマンの救済策をめぐる週末の官民協議は、3日目となる14日、リーマンの不動産関連資産など不良資産を除いた残りを買収する最有力候補とみられていた英銀大手バークレイズ(BARC.L)が交渉から撤退した。これをきっかけにリーマンが破産法の適用を申請するとの見方が強まり、デリバティブ（金融派生商品）市場は14日、ディーラーがリーマンに対するエクスポージャーを減らせるよう緊急に市場を開いた。国際スワップデリバティブ協会（ISDA）は声明で、ニューヨーク時間（米東部時間）の午後2時（日本時間15日午前3時）から2時間、デリバティブ市場を開くことを明らかにした。市場筋によると、その後2時間延長されたが、引け後もリーマンへのエクスポージャーを縮小する動きが続いている。取引されているのは、クレジット、株式、金利、外為、商品のデリバティブ。市場筋によると、休日の特別取引は連邦準備理事会（FRB）の要請により始まった。リーマンが破産申請した場合のリスクを減らすことが目的。声明によると、「取引は、ニューヨーク時間の14日午後11時59分（日本時間15日午後零時59分）までのリーマン破産申請を条件とする。もし申請がなかった場合は、取引はなかったものとする」としている。米債券運用会社PIMCOのビルグロース氏は、取引は「かなり少なくおそらく総額10億ドル程度だろう。しかし社債のスプレッドはかなり拡大した」と述べた。,1
米リーマンHD、連邦破産法第11条の適用を申請,2008/09/15,リーマンのブローカーディーラー子会社、およびその他の子会社は、この対象には含まれない、としている。また、すべてのブローカーディーラー子会社が営業を継続するという。資産運用子会社ニューバーガーバーマンを含む各部門の顧客は、保有口座で取引を継続できる見通し。口座については、これ以外の措置を講じる可能性もあるという。リーマンは、ブローカーディーラー事業の売却を模索している、とした。また、資産運用事業の売却に向けた努力を続ける計画という。リーマン取締役会は、資産の保護と価値の最大化を目的に、破産法第11条の適用申請を承認した、と述べた。,1
金融庁がリーマンブラザーズ日本法人に資産の国内保有命令,2008/09/16,金融庁は15日、米リーマンブラザーズホールディングスLEH.Nが連邦破産法第11条の適用を申請したことを受けて、日本法人のリーマンブラザーズ証券に対し、資産の国内保有命令と業務改善命令を出したと発表した。米国の親会社の経営破たんによって、日本の投資家や顧客の利益が害される事態が生じない措置を講じる必要があると判断した。日本法人の資産が海外の関連会社に流出するのを防ぐほか、日本の証券会社として投資家保護を徹底するよう命じた。資産の国内保有命令は、金商法56条の3に基づく。金融庁は、リーマン日本法人の海外向けの債務を除く資産を日本国内に置いて保有するよう命じた。また、業務改善命令は、金商法51条の規定に基づき発動。法令違反がない場合でも、投資家保護のために必要と判断すれば発動される改善命令で、金融庁はリーマンに対し、1）投資家の資産の正確な把握、2）顧客資産の保全、3）投資家保護に万全の措置、4）投資家の資産の保全についての周知徹底――の措置を命じた。,1
リーマン破綻は邦銀にも影響、あおぞら銀486億円の債権保有,2008/09/16,米リーマンブラザーズホールディングスLEH.Nの破たんは邦銀など国内金融機関にも影響を与えそうだ。リーマンが15日、裁判所に提出した大口債権者のリストには、日本の主要金融機関として、債権残高4億6300万ドル（約486億円）を保有するあおぞら銀行のほか、みずほコーポレート銀行、新生銀行などの名前が列挙されていた。ただ、担保などで保全されている可能性もあり、どの程度の損失になるのかは現時点では明らかになっていない。リーマンのリストによると、7月2日時点で債権を保有する日本の金融機関は全部で8機関で、債権総額は16億7000万ドル（1753億円）となった。最大のエクスポージャーとなったあおぞら銀行(8304.T)は、銀行ローンとして4億6300万ドル保有していることが分かった。次がみずほコーポーレート銀行の3億8200万ドル（約400億円）。そのほか新生銀行(8303.T)の2億3100万ドル（242億円）、旧UFJ銀行（現三菱東京UFJ銀行）の1億8500万ドル（194億円）、三井住友銀行の1億7700万ドル（185億円）と続く。リストの中で最も債権残高が大きかったのは、米シティグループ(C.N)とバンクオブニューヨークメロン(BK.N)で、両社合わせて1380億ドルとなった。5月31日時点のリーマンの資産総額は6390億ドル。これに対する負債総額は6130億ドルで、少なくとも表面上は資産超過になっている。 日本の金融機関はそれぞれリーマンのエクスポージャーの精査に入っている。担保で保全されている部分もあると見られ、影響がどの程度に膨らむかは不透明だ。あおぞら銀のリチャードレイトンCFOはロイターの取材に対して、リーマンへのネットのエクスポージャーについて、かなりの部分を担保やヘッジでカバーしていると説明。リーマンの文書に記された4億6300万ドルよりも大幅に少なくなるだろうと述べた。（ロイターニュースネイサンレイン記者布施太郎記者）,1
リーマン破たんによる金融市場への影響軽減に尽力＝米大統領,2008/09/16,ブッシュ米大統領は15日、政府がリーマンブラザーズLEH.N破たんに伴う金融市場への影響を軽減することに尽力していると述べた。その上で、資本市場が底堅いと楽観的な見方も示した。大統領は記者団に対し「混乱を軽減し、これら金融市場動向による経済全般への影響を最小限に抑えるよう取り組んでいる」と語った。「短期的には金融市場の調整は痛みを伴うものとなるだろう。長期的には、米資本市場が柔軟で底堅く、これらの調整に対処できると自信を持っている」と述べた。,1
